"","daily_id","daily_pdate","daily_title","daily_url","daily_img_url","daily_desc"
"18","1237085448","2016-03-10","2016-03-10 MC日报","/daily/show/1237085448?kf=daily_list","","①利用比较基因组学研究213株乳杆菌及其相关菌属的进化和功能基因②在独参汤中，多糖的存在使人参皂苷能"
"19","1232891144","2016-03-08","2016-03-08 MC日报","/daily/show/1232891144?kf=daily_list","","①被高脂饮食破坏的成年小鼠肠道菌群的结构性恢复②在终身限制能量摄入的小鼠中肠道菌群的结构性调节"
"20","1237085568","2016-03-06","2016-03-06 MC日报","/daily/show/1237085568?kf=daily_list","","①高脂饮食促进肠道祖细胞的多能性和致癌性②干细胞：饮食中的脂肪促进肠道的调节异常"
"21","1232891264","2016-03-04","2016-03-04 MC日报","/daily/show/1232891264?kf=daily_list","","①靶向肠道菌群并具疾病预防性的全身性系统方法②共生的肠道微生物调节人体的代谢表型"
"22","1237347624","2016-04-30","2016-04-30 MC日报","/daily/show/1237347624?kf=daily_list","","①类风湿性关节炎患者口腔及肠道菌群受到扰乱且在治疗后部分恢复②NRI重磅：肠道调节T细胞如何发育与维"
"23","1233153320","2016-04-29","2016-04-29 MC日报","/daily/show/1233153320?kf=daily_list","","①短期无谷蛋白饮食对人肠道菌群的影响②超深度定量唾液蛋白组分析揭示口腔菌群动态"
"24","1237347744","2016-04-28","2016-04-28 MC日报","/daily/show/1237347744?kf=daily_list","","①Nature Reviews：便秘怎诊断？怎应对？②刘志华+魏泓团队自然子刊：细菌怎样促进彼此共生"
"25","1233153440","2016-04-27","2016-04-27 MC日报","/daily/show/1233153440?kf=daily_list","","①BMC Medicine：肠脑轴，你到底知多少？②APT：新工具，搞定不被交叉污染的肠黏膜样本！"
"26","1237347616","2016-04-26","2016-04-26 MC日报","/daily/show/1237347616?kf=daily_list","","①PLoS One：皮肤菌群，每处很不同！②山东眼科所黄钰森：眼睛里有什么细菌算正常？"
"27","1233153312","2016-04-25","2016-04-25 MC日报","/daily/show/1233153312?kf=daily_list","","①脑内皮和上皮细胞膜的干扰素受体介导病毒感染引发的行为和认知能力减退②Immunity：脂肪酸在小肠"
"28","1237347720","2016-04-22","2016-04-22 MC日报","/daily/show/1237347720?kf=daily_list","","①农业中的细菌耐药性②ISME：应对不规律饮食，病毒和细菌响应各不同"
"29","1233153416","2016-04-21","2016-04-21 MC日报","/daily/show/1233153416?kf=daily_list","","①令人震惊：糖尿病小鼠肠道菌群激起的适应性免疫反应②Immunity必读：过敏等变应性疾病原因与防治"
"30","1237347592","2016-04-20","2016-04-20 MC日报","/daily/show/1237347592?kf=daily_list","","①NRE评论：用糖尿病小鼠的肠道菌群免疫小鼠？②Nod2介导的菌群识别对霍乱毒素的粘膜佐剂活性十分关"
"31","1233153288","2016-04-19","2016-04-19 MC日报","/daily/show/1233153288?kf=daily_list","","①mBio：切下来的阑尾里，有什么细菌？②Gut：柔嫩梭菌中鉴定出的抗炎症蛋白"
"32","1237347712","2016-04-16","2016-04-16 MC日报","/daily/show/1237347712?kf=daily_list","","①有趣而值得必读的综述：肠脑轴，男女有别！②一个癌症预言的编年史：胃癌风险评估的35年"
"33","1233153408","2016-04-15","2016-04-15 MC日报","/daily/show/1233153408?kf=daily_list","","①朱宝利综述：肠道菌群携带了怎样的抗性基因？②2015综述：测序揭开猪肠道菌群的面纱"
"34","1237347584","2016-04-14","2016-04-14 MC日报","/daily/show/1237347584?kf=daily_list","","①北大口腔陈峰团队：糖，影响龋齿的复发②北大口腔陈峰团队：孩子牙变黑，可能是细菌惹的祸"
"35","1233153280","2016-04-13","2016-04-13 MC日报","/daily/show/1233153280?kf=daily_list","","①NEJM：用青蒿素治疗感染疟疾的非洲孕妇②NEJM：双氢青蒿素-哌喹，预防孕期胎盘疟疾"
"36","1237093800","2016-04-12","2016-04-12 MC日报","/daily/show/1237093800?kf=daily_list","","①CMR重要综述：细菌性阴道炎，哪些细菌在作怪？②基因组医学：改变阴道菌群，靠谱么？"
"37","1232899496","2016-04-11","2016-04-11 MC日报","/daily/show/1232899496?kf=daily_list","","①mBio：白藜芦醇怎样影响菌群？②系列综述：⑤ 胃肠道菌群与变应性疾病"
"38","1237093672","2016-04-10","2016-04-10 MC日报","/daily/show/1237093672?kf=daily_list","","①Cell Reports：菌株水平研究的新方法②Cell：人体菌群中的特殊纤毛！"
"39","1232899368","2016-04-09","2016-04-09 MC日报","/daily/show/1232899368?kf=daily_list","","①Cell：菌群和抗肿瘤免疫纲领性综述，必读！最新！②系列综述：① 一个研究得很深入的破坏肠道菌群的"
"40","1237093792","2016-04-07","2016-04-07 MC日报","/daily/show/1237093792?kf=daily_list","","①得了脂肪肝，改变菌群和生活方式有用么？②免疫学趋势：SIgA，肠粘膜免疫保护的抗体先锋"
"41","1232899488","2016-04-05","2016-04-05 MC日报","/daily/show/1232899488?kf=daily_list","","①SR：婴儿肠道菌群或许真的来源于胎盘和羊水！②PLoS One：到底什么决定孩子是否哮喘？"
"42","1237093664","2016-04-04","2016-04-04 MC日报","/daily/show/1237093664?kf=daily_list","","①乳猪IBD模型中，细菌对肠粘膜有何影响？②最新视角：恢复菌群多样性，未来治疗疾病的方法？"
"43","1232899360","2016-04-03","2016-04-03 MC日报","/daily/show/1232899360?kf=daily_list","","①浙大+浙工大团队：困了，累了，喝XX？对菌群好？②mBio：粪菌移植，病毒也会被移植！"
"44","1237093768","2016-04-02","2016-04-02 MC日报","/daily/show/1237093768?kf=daily_list","","①Nature子刊：是什么在维持蚊子肠道菌群稳态？②想了解寨卡病毒？看NEJM这篇最新重磅综述就够了"
"45","1232899464","2016-04-01","2016-04-01 MC日报","/daily/show/1232899464?kf=daily_list","","①PNAS：蟑螂的集结——稍息，立正，闻便便！②Nature：饮食不健康，子子孙孙的肠道越来越差？"
"46","1233161640","2016-05-31","2016-05-31 MC日报","/daily/show/1233161640?kf=daily_list","","①Nutrients：中链甘油三酯，或有益于肥胖人群②NC：抗生素对芬兰学龄前儿童肠道菌群的影响"
"47","1237355816","2016-05-28","2016-05-28 MC日报","/daily/show/1237355816?kf=daily_list","","①自然综述：肠道菌群、代谢产物与宿主免疫（必读！）②自然综述：皮肤菌群对皮肤免疫力的影响"
"48","1233161512","2016-05-27","2016-05-27 MC日报","/daily/show/1233161512?kf=daily_list","","①Nature微生物学：生命树新观②ISME：猪的肠道菌群间相互作用与人相似？"
"49","1237355936","2016-05-24","2016-05-24 MC日报","/daily/show/1237355936?kf=daily_list","","①SR：花生带不带壳，对储存期间的真菌有啥影响？②Oncotarget：咖啡酸，提升AKK菌抗炎症？"
"50","1233161632","2016-05-22","2016-05-22 MC日报","/daily/show/1233161632?kf=daily_list","","①IgA鉴定出IBD中致结肠炎细菌②临床免疫学综述：免疫-菌群互作如何影响疾病与健康？"
"51","1237355808","2016-05-21","2016-05-21 MC日报","/daily/show/1237355808?kf=daily_list","","①NC：肠道细菌的单个基因，就能决定小鼠是否易感染②SR：维生素A通过肠道菌群抗病毒！"
"52","1233161504","2016-05-19","2016-05-19 MC日报","/daily/show/1233161504?kf=daily_list","","①Immunity：研究肠粘膜免疫的重量级新方法②神经降压素（NT）在高脂饮食诱导的肥胖中的强制性作"
"53","1237355912","2016-05-18","2016-05-18 MC日报","/daily/show/1237355912?kf=daily_list","","①微生物学趋势：不依赖命名法如何对细菌进行分类？②TM：除了艰难梭菌，还有谁引起抗生素相关腹泻？"
"54","1233161608","2016-05-17","2016-05-17 MC日报","/daily/show/1233161608?kf=daily_list","","①防御性共生细菌在肠道感染中恢复失活的NADPH氧化酶②CHM：别迷信菌群人源化小鼠！"
"55","1237355784","2016-05-14","2016-05-14 MC日报","/daily/show/1237355784?kf=daily_list","","①AJG：粪菌移植造成的新发结肠炎？②反刍动物中基于特殊的微生物依赖性机制的能量获取效率"
"56","1233161480","2016-05-10","2016-05-10 MC日报","/daily/show/1233161480?kf=daily_list","","①通过全基因组测序对欧洲人体内的侵入性金黄色葡萄球菌感染进行监视②mBio：微生物帮助形成动物新物种"
"57","1237355904","2016-05-09","2016-05-09 MC日报","/daily/show/1237355904?kf=daily_list","","①Science：基因+菌群，IBD发病中的作用②炎症小体复合物：产生机理及功能"
"58","1233161600","2016-05-07","2016-05-07 MC日报","/daily/show/1233161600?kf=daily_list","","①Cell：父母注意饮食健康，是为后代着想！②Cell：免疫系统如何调节代谢？"
"59","1237355776","2016-05-06","2016-05-06 MC日报","/daily/show/1237355776?kf=daily_list","","①Nature：很多肠道细菌可培养！会生成孢子！②肠道菌群在类风湿性关节炎中的潜在贡献"
"60","1233161472","2016-05-04","2016-05-04 MC日报","/daily/show/1233161472?kf=daily_list","","①Genome Medicine：健康菌群长啥样？②肠道菌群与肾病：双向关系"
"61","1237347752","2016-05-03","2016-05-03 MC日报","/daily/show/1237347752?kf=daily_list","","①柳叶刀子刊：14年，中国人更胖、体质更差了！②柳叶刀子刊：拯救正在变胖的中国！"
"62","1233153448","2016-05-01","2016-05-01 MC日报","/daily/show/1233153448?kf=daily_list","","①改变短链碳水化合物摄取对克罗恩病患者肠道菌群的益生元作用②北京严重雾霾天里，空气里有什么微生物？"
"63","1253870848","2016-06-30","今日必读：肠道菌群到底是怎样让你胖起来的？","/daily/show/1253870848?kf=daily_list","","160630话题：肥胖，自闭症，抑郁症，疫苗，免疫系统，过敏，类风湿性关节炎"
"64","1249676544","2016-06-29","今日必读：哪些细菌和病毒里程碑，对婴儿至关重要？","/daily/show/1249676544?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160629/43df405efa3db99df43d2302bcfd6f7e.jpg","160629话题：婴儿菌群，临床基因组学，幼儿粪菌移植，母乳，生态学，新工具，ENS，土壤微生物"
"65","1253862824","2016-06-28","今日必读：最受关注的30篇菌群论文，再忙也要看！","/daily/show/1253862824?kf=daily_list","","160628话题：3个月里，最受用户关注的30篇研究论文、综述和观点，篇篇精彩！"
"66","1249668520","2016-06-27","今日必读：研究益生菌的16种方法，你掌握了几种？","/daily/show/1249668520?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160626/c366c707c43473c083e3dc787ac69903.jpg","160627话题：益生菌，双歧杆菌，数据分析，硫氰酸胍，免疫耐受，酿酒酵母，胆管炎"
"67","1253862696","2016-06-26","今日必读：慎用抗生素，改用噬菌体靠谱么？","/daily/show/1253862696?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160623/8de3f307d50bd4106ad71795f367b9e9.jpg","160626话题：噬菌体，儿童营养不良，肠道炎症，神经-免疫互作，能量限制，GLP-1，研究标准化"
"68","1249668392","2016-06-25","今日必读：吃得更健康，靠你自己？远远不够！","/daily/show/1249668392?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160623/5679d86ad94873ba395327ebb80c9cff.jpg","160625话题：健康饮食，公共食品与营养，个体化营养，草药，免疫耐受，乳铁蛋白"
"69","1253862816","2016-06-24","今日必读：人的脂肪组织里有细菌么？","/daily/show/1253862816?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160623/5b67dd649ad95157c65b2647935958ca.jpg","160624话题：脂肪组织，血栓，人工复眼，抗感染，寄生虫，极端嗜盐菌，代田株"
"70","1249668512","2016-06-23","今日必读：怀孕期间用抗生素，到底是多不好的事？","/daily/show/1249668512?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160622/35935de299d38e5661557a8ae7484029.jpg","160623话题：抗生素，菌群建立，第二基因组，疼痛和瘙痒，大肠癌"
"71","1253862688","2016-06-22","今日必读：出乎意料！广谱抗生素并不伤害免疫力？","/daily/show/1253862688?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160621/9f3a7176c4d96887f48239dc293fa0c6.jpg","160622话题：抗生素，免疫力，儿童成长和肥胖，玉米纤维，菌群动力学，微生态"
"72","1249668384","2016-06-21","今日必读：吃素少得心血管疾病，原来也靠它们？","/daily/show/1249668384?kf=daily_list","","160621话题：怎么吃最科学；治便秘的药；改善情绪的益生菌；肺部菌群；微生物动力学"
"73","1253862792","2016-06-20","今日必读：做菌群研究，请警惕过度炒作和不严谨！ | MC日报 ","/daily/show/1253862792?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160620/3bc5397a4a2a5cb63ca653feb0949d4e.jpg","160620话题：酿好酒，靠好菌；最全双歧杆菌知识；胖孕妇肠道菌群；粪菌移植"
"74","1249668488","2016-06-19","减肥，别再害怕脂肪！菌群，如何与人类共生？| MC日报","/daily/show/1249668488?kf=daily_list","","160619：减体重，地中海饮食，宿主-菌群如何共进化，脂肪肝，真菌菌群，粪便银行，实验科学"
"75","1253862664","2016-06-18","MC日报：婴儿菌群发育、细菌代谢产物抗炎症的秘密","/daily/show/1253862664?kf=daily_list","","抗生素对婴儿肠道菌群巨大影响，调节炎症的微生物代谢产物，人物专题：Martin J. Blaser"
"76","1249668360","2016-06-17","MC日报：11篇好文，关注11个热门肠道菌群问题！","/daily/show/1249668360?kf=daily_list","","早产儿、皮肤微生态、益生菌、低温、肥胖、HIV、菌群协同、真菌、临床、I型干扰素、抗生素"
"77","1253862656","2016-06-10","2016-06-10 MC日报","/daily/show/1253862656?kf=daily_list","","①同济秦环龙等Gut：大肠癌分子机制最新研究②Oral Diseases综述：口腔菌群"
"78","1249668352","2016-06-05","2016-06-05 MC日报","/daily/show/1249668352?kf=daily_list","","①Cell综述：膳食纤维和短链脂肪酸，相当重要！②Cell：人和微生物，和谐共生的好伙伴？"
"79","1237355944","2016-06-02","2016-06-02 MC日报","/daily/show/1237355944?kf=daily_list","","①Nature综述：胰岛素和胰岛素疗法的前世今生！②ANAEROBE：菌群如何调节艰难梭菌感染中的免"
"80","1249938696","2016-07-31","最高关注：9月，各国元首将讨论抗生素问题！","/daily/show/1249938696?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160731/4d3c2c6f94a83343f7e85dead0c8813e.jpg","160731话题：抗生素，干细胞，克罗恩病，肛瘘，旅行微生物组，HIV，土壤，建模，重寄生。"
"81","1254133120","2016-07-30","直接证据：膳食纤维/短链脂肪酸可提升免疫力！","/daily/show/1254133120?kf=daily_list","","160730话题：膳食纤维、新书、葡萄球菌、双歧杆菌、菌株水平研究、Seres重大挫折。"
"82","1249938816","2016-07-29","今日必读：鼻子里的细菌，研发新药的巨大宝库？","/daily/show/1249938816?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160729/d64b97252fb0de0038b5bed746a0221c.jpg","160729话题：新型抗生素，肝脏生物钟，阴道菌群，糖尿病，胃肠癌，肝病。"
"83","1254132992","2016-07-28","今日必读：过去30天，最受关注的20篇菌群文章","/daily/show/1254132992?kf=daily_list","","160728话题：过去30天，MC系统中最受关注的20篇文章，篇篇重磅，第一名出乎你所料？"
"84","1249938688","2016-07-27","今日必读：史上最权威的旅行医学指南！","/daily/show/1249938688?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160727/2812775b858a2a56a8f1416b8bd22cea.jpg","160727话题：旅行者腹泻，噬菌体，DNA转移，氮源，皮肤免疫，婴儿菌群发育。"
"85","1254124968","2016-07-26","今日必读：膳食纤维和益生元，能治腹泻么？","/daily/show/1254124968?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160726/91dfd247a6486e4565dd9ce8d8aa6d3c.jpg","160726话题：益生元，心血管疾病，艰难梭菌，宿主遗传学，HIV，败血症，肺部菌群，慢性肾病"
"86","1249930664","2016-07-25","恶性循环：中风，菌群变；菌群变，中风加重，怎破？","/daily/show/1249930664?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160725/e3193392e81bdb82649cde771d9bee95.jpg","160725话题：中风，肝硬化，沙门氏菌，多糖层，IBD，细胞壁糖聚合物，Nanopore"
"87","1254124840","2016-07-24","做狗不容易：当空中飞狗，承工作之压，菌群大变！","/daily/show/1254124840?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160724/df3d2daf79f1a0c222e4583a6c3cf70c.jpg","160724话题：工作犬，灰翅夜蛾，澳洲鹦鹉，呼吸道菌群，哮喘，过敏，炎症疾病，肿瘤，代谢组学。"
"88","1249930536","2016-07-23","天然淋巴细胞：免疫学家的新宠，肠道专家的大金矿！","/daily/show/1249930536?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160722/cf626429d9caa5cbd84ca286992aa0dd.jpg","160723话题：全面介绍天然淋巴细胞ILC最新知识，呼吁肠道专家重视ILC。"
"89","1254124960","2016-07-22","调节菌群：益生元益生菌挑先锋，ω-3蔓越莓出风头！","/daily/show/1254124960?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160721/eb7082d806c3827d4297b6fc0a5b618a.jpg","160722话题：蔓越莓/Omega-3/益生元/益生菌调节菌群的最新研究进展。"
"90","1249930656","2016-07-21","死亡微生物组学：人，生是细菌的身，死是细菌的粮！","/daily/show/1249930656?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160720/6af889857dd6221e613b297ace303c98.jpg","160721话题：关注死亡微生物组，介绍相关基础研究和法医微生物学的发展。"
"91","1254124832","2016-07-20","今日必读：眼睛的视神经病变，跟肠道菌群也有牵连？","/daily/show/1254124832?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160719/39937e7237d90eb3f992128d539a24ed.jpg","160720话题：视神经脊髓炎，龋齿，粪菌移植，NEC，短肠综合征，抗衰老，植物菌群，新方法。"
"92","1249930528","2016-07-19","Cell出版社大放送，精选21篇菌群论文，篇篇经典！","/daily/show/1249930528?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160719/272e1ef6de5f9f799b026c001d0c81c6.jpg","160719话题：Cell Press Nucleus出品，对21篇微生物组论文进行合集，强烈推荐！"
"93","1254124936","2016-07-18","请耐心看完这12篇文章，再理性给孩子选择益生菌！","/daily/show/1254124936?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160718/9fb76294735e99b8885bda7f763d54d4.jpg","160718话题：JPGN儿童益生菌与胃肠道疾病专题，详述相关疾病的诊断与应对。"
"94","1249930632","2016-07-17","今日必读：你知道肠道与大脑间的合作有多密切么？","/daily/show/1249930632?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160716/5f3ff0ef8a48bf61b4b1d80f6f275fa3.jpg","160717话题：小神经胶质细胞，中枢神经系统，化学家，婴儿肠道菌群，IgA，口腔益生菌，发酵奶茶。"
"95","1254124808","2016-07-16","今日必读：预防肥胖，打一针胖子的肠道细菌？！","/daily/show/1254124808?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160716/085090117919b45ca4136d897f763a8d.jpg","160716话题：免疫，适应性免疫，血糖代谢障碍，病原体感染，肠道传染病，中药，尿道微生物，乙酸盐"
"96","1249930504","2016-07-15","今日必读：肠道论文井喷，又新上线3篇Nature！","/daily/show/1249930504?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160715/184b44576ca50615e41718cde5dd3b90.jpg","160715话题：代谢组，胰岛素，ILC3，转座基因，表观遗传，单克隆抗体，胆汁酸，琥珀酸，硫鸟嘌呤"
"97","1254124928","2016-07-14","今日必读：基于MWAS的精准医学，大幕已开！","/daily/show/1254124928?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160714/d423263a278c533b189e59d897421809.jpg","160714话题：MWAS，麦麸，DNA富集，抗生素，电解质转运，母体抗体，鱼益生菌，细菌分离。"
"98","1249930624","2016-07-13","今日必读：还在不按时吃饭？胖死你！","/daily/show/1249930624?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160713/b7f9dee3a6c4f002cb334d749fdb81ad.jpg","160713话题：生物钟，代谢，昼夜节律，饮食限制，瘦素，进食时间，肥胖，代谢综合征。"
"99","1254124800","2016-07-12","今日必读：到底什么是益生元？","/daily/show/1254124800?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160712/465e251a1e56e0316856af3784154cce.jpg","160712话题：益生元，燕麦，生物信息学，自身免疫病，粪菌移植，SHIV感染，拟杆菌，慢性肺病。"
"100","1249930496","2016-07-11","今日必读：地球上的微生物真有1000000000000种？","/daily/show/1249930496?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160711/96375d363c65dcf6edfe93041d5b0857.jpg","160711话题：微生物物种数量，便秘，膳食纤维，肠脑轴，高血压，冠心病，肺部微生物，慢性疲劳综合征"
"101","1253871016","2016-07-10","今日必读：培养肠道菌群的障碍，或许即将全部扫除！","/daily/show/1253871016?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160710/4a23a9a7b0df3a6464f208f9896e4d9f.jpg","160710话题：细菌培养新方法，口腔菌群方法学，饮食干预，神经生成，IBS，益生菌，益生元。"
"102","1249676712","2016-07-09","今日必读：微生物研究居然在推动建筑设计革命！","/daily/show/1249676712?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160709/a48bca90e530b97fcc836454d4576b57.jpg","160709话题：室内环境，婴儿发育，肠脑轴，皮肤菌群，皮炎，食管菌群，病毒组，性别差异，阴道菌群。"
"103","1253870888","2016-07-08","今日必读：2016年，CNS发布的肠道菌群专辑们！","/daily/show/1253870888?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160707/f8283eef7906f11d79509f3497e39ee4.jpg","160708话题：2016年，Cell、Nature、Science杂志和子刊发表/整理的菌群专辑！"
"104","1249676584","2016-07-07","今日必读：别人吃益生元或许减肥，你可不一定！","/daily/show/1249676584?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160706/7530fe82bb548397e4bf61c06cd1d0a9.jpg","160707话题：抗性淀粉，大麦面包，个体化营养，益生元，瘤胃微生物，苜蓿青贮，婴儿菌群，双歧杆菌，"
"105","1253871008","2016-07-06","今日必读：公司不好好研发新型抗生素？惩罚！","/daily/show/1253871008?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160705/82090e97e2429b5301dd22689321d214.jpg","160706话题：抗生素，持留菌，骨骼，哮喘，过敏，伦理学，炎症，糖尿病，移植排斥。"
"106","1253870984","2016-07-05","今日必读：当心理、神经、免疫遇到肠道菌群！","/daily/show/1253870984?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160704/1b86608d19dda47edbb0829939f9fd9e.jpg","160705话题：心理神经免疫学，丁酸盐，大肠癌检测，岩藻糖基乳糖，婴儿呼吸道菌群，宏蛋白质组学。"
"107","1249676680","2016-07-04","今日必读：NMI着力推动30多项技术创新，超你想象！","/daily/show/1249676680?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160703/d323bd01f72050b605ad5e22ef939f2e.jpg","160704话题：美国国家微生物组计划技术路线图，纳米科学，DNA提取，益生菌，粘膜免疫，呼吸道菌群"
"108","1253870856","2016-07-03","今日必读：两个惊人案例，预示用寄生虫治病靠谱？","/daily/show/1253870856?kf=daily_list","https://pics-xldkp-com.oss-cn-qingdao.aliyuncs.com/dm/160703/5c27f97f7c10f42db46a8d659201a146.jpg","160703话题：炎症性肠病，寄生虫疗法，粪菌移植，糖复合物，肝硬化，胎盘菌群。"
"109","1249676552","2016-07-02","今日必读：8种疾病，4个器官菌群研究又有新进展了！","/daily/show/1249676552?kf=daily_list","","160702话题：多发性硬化，迁延性腹泻，IBD，乳腺癌，中耳炎，阻塞性肺病，IBS，艰难梭菌感染。"
